1	0052	0413	-2.5	0708	0952	+1.6	1314	1640	-2.5	1941	2223	+1.6	 	 	 
2	0146	0505	-2.4	0802	1047	+1.5	1409	1733	-2.4	2037	2320	+1.5	 	 	 
3	0242	0600	-2.2	0900	1145	+1.4	1507	1831	-2.2	2137	 	 	 	 	 
4	 	0022	+1.4	0341	0700	-2.1	1001	1250	+1.3	1608	1935	-2.1	2240	 	 
5	 	0129	+1.3	0443	0809	-2.0	1105	1400	+1.3	1711	2049	-2.0	2343	 	 
6	 	0237	+1.2	0544	0926	-1.9	1209	1507	+1.3	1812	2204	-2.0	 	 	 
7	0042	0339	+1.3	0641	1034	-2.0	1307	1605	+1.3	1908	2304	-2.0	 	 	 
8	0136	0432	+1.3	0733	1126	-2.0	1358	1655	+1.3	1958	2349	-2.1	 	 	 
9	0223	0517	+1.4	0819	1206	-2.1	1444	1737	+1.4	2043	 	 	 	 	 
10	 	0025	-2.1	0305	0556	+1.4	0900	1239	-2.2	1525	1815	+1.4	2123	 	 
11	 	0057	-2.2	0344	0631	+1.4	0939	1310	-2.3	1603	1850	+1.5	2202	 	 
12	 	0128	-2.2	0421	0704	+1.4	1017	1342	-2.4	1640	1923	+1.5	2240	 	 
13	 	0200	-2.3	0456	0737	+1.5	1054	1417	-2.4	1716	1957	+1.5	2318	 	 
14	 	0235	-2.4	0531	0811	+1.5	1131	1452	-2.4	1752	2032	+1.5	2355	 	 
15	 	0312	-2.4	0606	0846	+1.4	1208	1530	-2.4	1829	2109	+1.4	 	 	 
16	0033	0350	-2.3	0641	0924	+1.4	1246	1610	-2.4	1906	2148	+1.4	 	 	 
17	0112	0431	-2.2	0718	1004	+1.4	1327	1653	-2.4	1947	2230	+1.4	 	 	 
18	0155	0515	-2.2	0800	1049	+1.4	1412	1739	-2.3	2033	2317	+1.3	 	 	 
19	0242	0603	-2.1	0848	1139	+1.3	1503	1830	-2.2	2126	 	 	 	 	 
20	 	0010	+1.3	0336	0656	-2.1	0946	1236	+1.3	1602	1926	-2.2	2226	 	 
21	 	0109	+1.3	0436	0755	-2.1	1051	1338	+1.3	1705	2027	-2.2	2331	 	 
22	 	0213	+1.3	0538	0857	-2.2	1200	1444	+1.3	1809	2130	-2.2	 	 	 
23	0035	0317	+1.4	0639	1001	-2.3	1305	1548	+1.4	1911	2233	-2.3	 	 	 
24	0136	0418	+1.4	0738	1103	-2.4	1406	1649	+1.5	2009	2333	-2.4	 	 	 
25	0232	0515	+1.6	0833	1202	-2.5	1503	1746	+1.6	2104	 	 	 	 	 
26	 	0030	-2.5	0326	0609	+1.6	0926	1257	-2.6	1557	1839	+1.6	2157	 	 
27	 	0123	-2.5	0418	0701	+1.7	1018	1350	-2.6	1649	1931	+1.7	2248	 	 
28	 	0214	-2.6	0508	0752	+1.7	1109	1440	-2.6	1741	2022	+1.6	2339	 	 
29	 	0304	-2.5	0559	0842	+1.6	1200	1531	-2.6	1833	2113	+1.6	 	 	 
30	0030	0354	-2.5	0651	0933	+1.6	1251	1621	-2.5	1925	2205	+1.5	 	 	 
31	0122	0445	-2.4	0744	1027	+1.5	1344	1713	-2.4	2020	2259	+1.4	 	 	 
1	0116	0438	-2.2	0740	1023	+1.4	1339	1707	-2.2	2016	2258	+1.3	 	 	 
2	0212	0534	-2.1	0839	1124	+1.3	1437	1806	-2.1	2115	 	 	 	 	 
3	 	0000	+1.2	0309	0636	-2.0	0941	1228	+1.2	1536	1911	-2.0	2215	 	 
4	 	0103	+1.2	0407	0744	-1.9	1041	1332	+1.2	1634	2019	-2.0	2312	 	 
5	 	0202	+1.2	0502	0850	-2.0	1138	1429	+1.2	1729	2118	-2.0	 	 	 
6	0004	0255	+1.2	0553	0943	-2.0	1229	1519	+1.2	1819	2205	-2.0	 
7	0051	0340	+1.3	0640	1024	-2.1	1315	1602	+1.3	1904	2243	-2.1	 	 	 
8	0134	0420	+1.3	0723	1100	-2.2	1357	1641	+1.4	1946	2318	-2.2	 	 	 
9	0214	0456	+1.4	0803	1135	-2.3	1436	1717	+1.4	2027	2352	-2.2	 	 	 
10	0252	0531	+1.4	0842	1210	-2.4	1515	1752	+1.4	2106	 	 	 	 	 
11	 	0028	-2.4	0329	0606	+1.4	0920	1247	-2.4	1552	1828	+1.4	2144	 	 
12	 	0105	-2.4	0405	0641	+1.4	0958	1325	-2.5	1630	1904	+1.4	2223	 	 
13	 	0143	-2.4	0441	0718	+1.4	1036	1404	-2.5	1708	1942	+1.4	2301	 	 
14	 	0223	-2.4	0518	0758	+1.4	1116	1445	-2.5	1748	2023	+1.4	2342	 	 
15	 	0305	-2.4	0558	0840	+1.4	1158	1529	-2.5	1830	2106	+1.4	 	 	 
16	0025	0351	-2.4	0642	0925	+1.4	1244	1616	-2.4	1917	2154	+1.3	 	 	 
17	0113	0439	-2.3	0733	1016	+1.3	1336	1707	-2.4	2010	2247	+1.3	 	 	 
18	0206	0533	-2.2	0831	1113	+1.3	1433	1803	-2.3	2109	2345	+1.3	 	 	 
19	0306	0631	-2.2	0936	1215	+1.3	1536	1903	-2.3	2212	 	 	 	 	 
20	 	0048	+1.3	0408	0734	-2.3	1044	1321	+1.3	1641	2006	-2.3	2316	 	 
21	 	0153	+1.4	0511	0839	-2.4	1150	1427	+1.4	1744	2110	-2.4	 	 	 
22	0017	0256	+1.4	0612	0943	-2.5	1252	1530	+1.4	1844	2212	-2.4	 	 	 
23	0115	0356	+1.5	0709	1044	-2.5	1350	1629	+1.5	1941	2311	-2.5	 	 	 
24	0210	0452	+1.6	0804	1141	-2.6	1445	1723	+1.6	2034	 	 	 	 	 
25	 	0006	-2.5	0303	0545	+1.6	0857	1234	-2.6	1537	1816	+1.6	2126	 	 
26	 	0058	-2.5	0355	0636	+1.6	0948	1325	-2.6	1629	1906	+1.6	2217	 	 
27	 	0148	-2.5	0445	0726	+1.6	1038	1414	-2.6	1719	1956	+1.5	2306	 	 
28	 	0236	-2.5	0536	0816	+1.5	1128	1503	-2.5	1810	2045	+1.5	2356	 	 
29	 	0325	-2.4	0627	0906	+1.4	1218	1551	-2.4	1901	2136	+1.4	 	 	 
30	0046	0413	-2.3	0720	0957	+1.4	1308	1640	-2.3	1953	2228	+1.3	 	 	 
1	0137	0503	-2.2	0814	1050	+1.3	1400	1730	-2.2	2046	2321	+1.2	 	 	 
2	0229	0555	-2.1	0910	1146	+1.2	1453	1823	-2.1	2141	 	 	 	 	 
3	 	0017	+1.2	0322	0650	-2.0	1006	1244	+1.1	1547	1918	-2.0	2235	 	 
4	 	0113	+1.1	0414	0746	-2.0	1101	1340	+1.1	1640	2013	-2.0	2326	 	 
5	 	0205	+1.1	0506	0840	-2.0	1153	1431	+1.2	1731	2104	-2.0	 	 	 
6	0015	0253	+1.2	0554	0929	-2.1	1241	1519	+1.2	1820	2151	-2.1	 	 	 
7	0100	0337	+1.2	0640	1014	-2.2	1326	1602	+1.2	1906	2234	-2.2	 	 	 
8	0142	0418	+1.3	0724	1056	-2.3	1409	1642	+1.3	1949	2316	-2.2	 	 	 
9	0223	0457	+1.3	0806	1137	-2.4	1450	1721	+1.4	2031	2356	-2.4	 	 	 
10	0302	0535	+1.4	0847	1218	-2.5	1530	1800	+1.4	2112	 	 	 	 	 
11	 	0037	-2.4	0341	0614	+1.4	0928	1259	-2.5	1610	1839	+1.4	2153	 	 
12	 	0118	-2.5	0420	0654	+1.4	1009	1341	-2.5	1650	1920	+1.4	2234	 	 
13	 	0200	-2.5	0500	0736	+1.4	1051	1424	-2.5	1731	2002	+1.4	2316	 	 
14	 	0244	-2.5	0543	0820	+1.4	1135	1509	-2.5	1815	2047	+1.4	 	 	 
15	0001	0331	-2.5	0630	0907	+1.4	1223	1557	-2.5	1903	2135	+1.4	 	 	 
16	0049	0420	-2.5	0721	0958	+1.4	1314	1647	-2.5	1955	2227	+1.4	 	 	 
17	0142	0513	-2.4	0819	1053	+1.4	1410	1742	-2.4	2052	2324	+1.3	 	 	 
18	0240	0611	-2.4	0922	1154	+1.3	1511	1841	-2.4	2153	 	 	 	 	 
19	 	0025	+1.3	0342	0712	-2.4	1029	1300	+1.3	1615	1943	-2.3	2257	 	 
20	 	0131	+1.3	0446	0818	-2.4	1135	1407	+1.3	1720	2049	-2.4	 	 	 
21	0000	0236	+1.4	0548	0924	-2.4	1238	1513	+1.4	1821	2154	-2.4	 
22	0100	0339	+1.4	0648	1028	-2.5	1338	1614	+1.4	1920	2255	-2.4	 	 	 
23	0157	0437	+1.5	0745	1128	-2.5	1433	1710	+1.5	2015	2352	-2.5	 	 	 
24	0250	0532	+1.5	0838	1222	-2.5	1525	1803	+1.5	2106	 	 	 	 	 
25	 	0044	-2.5	0342	0622	+1.6	0929	1313	-2.6	1615	1852	+1.5	2156	 	 
26	 	0133	-2.5	0431	0711	+1.5	1018	1359	-2.5	1703	1939	+1.5	2243	 	 
27	 	0219	-2.5	0519	0757	+1.5	1105	1444	-2.5	1750	2024	+1.4	2330	 	 
28	 	0303	-2.5	0607	0843	+1.4	1152	1527	-2.5	1836	2109	+1.4	 	 	 
29	0015	0346	-2.4	0654	0928	+1.4	1237	1609	-2.4	1923	2153	+1.3	 	 	 
30	0101	0429	-2.3	0742	1013	+1.3	1323	1652	-2.2	2010	2239	+1.2	 	 	 
31	0147	0513	-2.2	0822	1111	+1.2	1411	1737	-2.2	2049	2337	+1.2	 	 
